timestamp,level,cmdb_id,failure_type
1647794245,service,cartservice,k8s容器网络资源包重复发送
1647796005,pod,cartservice-0,k8s容器网络资源包重复发送
1647796830,pod,productcatalogservice-2,k8s容器读io负载
1647798275,node,node-5,node 磁盘读IO消耗
1647800098,node,node-5,node 磁盘写IO消耗
1647805154,node,node-6,node 磁盘写IO消耗
1647808364,service,cartservice,k8s容器网络资源包重复发送
1647809681,pod,recommendationservice-2,k8s容器网络丢包
1647810949,node,node-4,node 内存消耗
1647812163,pod,shippingservice2-0,k8s容器网络资源包损坏
1647818816,pod,adservice2-0,k8s容器读io负载
1647819971,node,node-6,node 磁盘读IO消耗
1647820502,pod,productcatalogservice-0,k8s容器cpu负载
1647821967,pod,shippingservice-1,k8s容器cpu负载
1647823965,node,node-1,node节点CPU故障
1647824785,service,productcatalogservice,k8s容器cpu负载
1647825990,service,checkoutservice,k8s容器内存负载
1647827637,service,shippingservice,k8s容器读io负载
1647828908,node,node-6,node节点CPU爬升
1647830276,node,node-4,node 磁盘空间消耗
1647830692,node,node-6,node 内存消耗
1647832658,service,shippingservice,k8s容器网络丢包
1647834030,service,frontend,k8s容器内存负载
1647841146,service,currencyservice,k8s容器内存负载
1647842901,service,emailservice,k8s容器读io负载
1647843413,service,emailservice,k8s容器写io负载
1647845943,service,adservice,k8s容器读io负载
1647846519,pod,frontend2-0,k8s容器网络资源包损坏
1647848731,service,cartservice,k8s容器网络丢包
1647850299,pod,frontend-2,k8s容器读io负载
1647852107,node,node-5,node 磁盘空间消耗
1647865567,node,node-3,node 磁盘空间消耗
1647870740,node,node-2,node 内存消耗
1647871982,node,node-5,node 磁盘写IO消耗
1647875729,node,node-4,node 磁盘空间消耗
1647877392,node,node-4,node节点CPU故障
1647803448,service,checkoutservice,k8s容器网络资源包损坏
1647816058,pod,currencyservice-0,k8s容器网络延迟
1647847538,pod,emailservice-1,k8s容器网络延迟
1647838805,service,paymentservice,k8s容器网络延迟
1647836321,service,productcatalogservice,k8s容器网络延迟
1647835475,pod,recommendationservice-2,k8s容器网络丢包
1647800799,service,recommendationservice,k8s容器进程中止
